address,signature,type,source,slot,timestamp,fee,fee_payer,transfer_type,mint,amount,from_account,to_account,description
4AptRoJuizBBSicqzJiDic6TVEju7jHirDtHhLj1prg1,34thw557VxzvWVHm3dd93kxrBTaLwPt37WaMj5BhEUXfDnHrbfm7pftnjt3zKG3LjVrxNGpcRL2P4NvjDLjax9Q5,TRANSFER,SYSTEM_PROGRAM,368183362,2025-09-21T00:07:08+00:00,5825,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,native,SOL,1,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,8dfmDcvpZiPAEsyBnhiDvb9iFAMCbm6HJRYm5p1jWCuu,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr transferred a total 0.000005845 SOL to multiple accounts.
4AptRoJuizBBSicqzJiDic6TVEju7jHirDtHhLj1prg1,34thw557VxzvWVHm3dd93kxrBTaLwPt37WaMj5BhEUXfDnHrbfm7pftnjt3zKG3LjVrxNGpcRL2P4NvjDLjax9Q5,TRANSFER,SYSTEM_PROGRAM,368183362,2025-09-21T00:07:08+00:00,5825,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,native,SOL,1,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,4Y5DjotEFndsEzyfawnwrcS4qTPNXrpueRRArjZFQUWM,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr transferred a total 0.000005845 SOL to multiple accounts.
4AptRoJuizBBSicqzJiDic6TVEju7jHirDtHhLj1prg1,34thw557VxzvWVHm3dd93kxrBTaLwPt37WaMj5BhEUXfDnHrbfm7pftnjt3zKG3LjVrxNGpcRL2P4NvjDLjax9Q5,TRANSFER,SYSTEM_PROGRAM,368183362,2025-09-21T00:07:08+00:00,5825,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,native,SOL,1,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,DGNoRzzgKviabxTgzboRgnYjHHaKtwcd2dPwrb5csebS,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr transferred a total 0.000005845 SOL to multiple accounts.
4AptRoJuizBBSicqzJiDic6TVEju7jHirDtHhLj1prg1,34thw557VxzvWVHm3dd93kxrBTaLwPt37WaMj5BhEUXfDnHrbfm7pftnjt3zKG3LjVrxNGpcRL2P4NvjDLjax9Q5,TRANSFER,SYSTEM_PROGRAM,368183362,2025-09-21T00:07:08+00:00,5825,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,native,SOL,1,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,DuU3UB7zVpK2WfaCqB49gng2tz4mK9wnTgGKBVSEhw3w,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr transferred a total 0.000005845 SOL to multiple accounts.
4AptRoJuizBBSicqzJiDic6TVEju7jHirDtHhLj1prg1,34thw557VxzvWVHm3dd93kxrBTaLwPt37WaMj5BhEUXfDnHrbfm7pftnjt3zKG3LjVrxNGpcRL2P4NvjDLjax9Q5,TRANSFER,SYSTEM_PROGRAM,368183362,2025-09-21T00:07:08+00:00,5825,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,native,SOL,1,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,6LAHC3qkautr3BRqRXBXeZ2wVEiJb4UZDPY1QBWBhMLq,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr transferred a total 0.000005845 SOL to multiple accounts.
4AptRoJuizBBSicqzJiDic6TVEju7jHirDtHhLj1prg1,34thw557VxzvWVHm3dd93kxrBTaLwPt37WaMj5BhEUXfDnHrbfm7pftnjt3zKG3LjVrxNGpcRL2P4NvjDLjax9Q5,TRANSFER,SYSTEM_PROGRAM,368183362,2025-09-21T00:07:08+00:00,5825,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,native,SOL,1,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,3b7dxu2GczVhmJiRAkcC6RJNGsJXGEr3gbSm4HGGCbpU,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr transferred a total 0.000005845 SOL to multiple accounts.
4AptRoJuizBBSicqzJiDic6TVEju7jHirDtHhLj1prg1,34thw557VxzvWVHm3dd93kxrBTaLwPt37WaMj5BhEUXfDnHrbfm7pftnjt3zKG3LjVrxNGpcRL2P4NvjDLjax9Q5,TRANSFER,SYSTEM_PROGRAM,368183362,2025-09-21T00:07:08+00:00,5825,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,native,SOL,1,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,BgE1VgMh6zUV1xUC5QBLMpju4eG8yynzwEbCQhLpf6UA,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr transferred a total 0.000005845 SOL to multiple accounts.
4AptRoJuizBBSicqzJiDic6TVEju7jHirDtHhLj1prg1,34thw557VxzvWVHm3dd93kxrBTaLwPt37WaMj5BhEUXfDnHrbfm7pftnjt3zKG3LjVrxNGpcRL2P4NvjDLjax9Q5,TRANSFER,SYSTEM_PROGRAM,368183362,2025-09-21T00:07:08+00:00,5825,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,native,SOL,1,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,BbhNpG63fza88uGwTJBWAvAXKrGdMvHnNV1vrYxQhLMD,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr transferred a total 0.000005845 SOL to multiple accounts.
4AptRoJuizBBSicqzJiDic6TVEju7jHirDtHhLj1prg1,34thw557VxzvWVHm3dd93kxrBTaLwPt37WaMj5BhEUXfDnHrbfm7pftnjt3zKG3LjVrxNGpcRL2P4NvjDLjax9Q5,TRANSFER,SYSTEM_PROGRAM,368183362,2025-09-21T00:07:08+00:00,5825,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,native,SOL,1,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,DZib7ip16JZ8oDupp15DcC3K3ikRH7xniBhpCa7JQ4jK,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr transferred a total 0.000005845 SOL to multiple accounts.
4AptRoJuizBBSicqzJiDic6TVEju7jHirDtHhLj1prg1,34thw557VxzvWVHm3dd93kxrBTaLwPt37WaMj5BhEUXfDnHrbfm7pftnjt3zKG3LjVrxNGpcRL2P4NvjDLjax9Q5,TRANSFER,SYSTEM_PROGRAM,368183362,2025-09-21T00:07:08+00:00,5825,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,native,SOL,1,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,8Xg38dzXWcb67T8X3Q6UNC2fDniFGDYmJK9iQx7Kq2px,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr transferred a total 0.000005845 SOL to multiple accounts.
4AptRoJuizBBSicqzJiDic6TVEju7jHirDtHhLj1prg1,34thw557VxzvWVHm3dd93kxrBTaLwPt37WaMj5BhEUXfDnHrbfm7pftnjt3zKG3LjVrxNGpcRL2P4NvjDLjax9Q5,TRANSFER,SYSTEM_PROGRAM,368183362,2025-09-21T00:07:08+00:00,5825,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,native,SOL,1,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,9Qr8wYrbQRXRdyGLByXhFk2cT9iymD9pBGFsjMpH73jA,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr transferred a total 0.000005845 SOL to multiple accounts.
4AptRoJuizBBSicqzJiDic6TVEju7jHirDtHhLj1prg1,34thw557VxzvWVHm3dd93kxrBTaLwPt37WaMj5BhEUXfDnHrbfm7pftnjt3zKG3LjVrxNGpcRL2P4NvjDLjax9Q5,TRANSFER,SYSTEM_PROGRAM,368183362,2025-09-21T00:07:08+00:00,5825,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,native,SOL,1,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr,4AptRoJuizBBSicqzJiDic6TVEju7jHirDtHhLj1prg1,5Hr7wZg7oBpVhH5nngRqzr5W7ZFUfCsfEhbziZJak7fr transferred a total 0.000005845 SOL to multiple accounts.
